Task,Stimulus,N Fixations,Fixation Durations (in sec),N Saccades,Mean Saccade Distances (in pix),Mean Saccade Durations (in sec),Time Interval
FreeViewing,Natural,143,0.31001398601398594,65,145.0471739153519,0.020061538461538395,0
FreeViewing,Waldo,145,0.3060958904109587,65,108.36746916230965,0.016492307692307702,0
Fixation,Natural,68,0.6590588235294118,35,40.49561210857113,0.007199999999999969,1
FreeViewing,Waldo,127,0.34656249999999994,63,98.00655508158536,0.02057142857142855,0
FreeViewing,Waldo,127,0.34656249999999994,63,93.42260097451506,0.013777777777778149,1
Fixation,Natural,29,1.5495862068965516,25,58.19116125508243,0.009280000000000115,0
Fixation,Natural,29,1.5495862068965516,3,51.15930954053781,0.012000000000002823,1
FreeViewing,Natural,124,0.36091935483870957,57,109.0746916138339,0.017438596491228166,0
FreeViewing,Natural,124,0.36091935483870957,66,83.16631549199944,0.014303030303030451,1
Fixation,Puzzle,49,0.9144897959183668,20,53.52329174695493,0.009400000000000073,0
FreeViewing,Natural,134,0.33013432835820883,68,118.90960938622061,0.017147058823529366,1
Fixation,Natural,61,0.728950819672131,15,51.54339896247104,0.009466666666666394,1
Fixation,Natural,2,22.493000000000002,1,1.0650821564555248,0.002,0
Fixation,Natural,2,22.493000000000002,0,,,1
Fixation,Waldo,26,1.7261538461538457,16,42.94287744770743,0.009124999999999606,1
FreeViewing,Natural,98,0.45718367346938765,52,106.67044034053912,0.01407692307692315,0
FreeViewing,Natural,98,0.45718367346938765,45,101.49590151812298,0.012799999999999853,1
Fixation,Puzzle,29,1.5457241379310342,0,,,1
FreeViewing,Puzzle,106,0.41616822429906525,52,86.43313355676395,-0.3441538461538459,1
Fixation,Puzzle,13,3.453384615384616,2,209.28474334947046,0.03200000000000003,1
Fixation,Natural,29,1.5468275862068972,17,55.51792920345922,0.009294117647058061,1
Fixation,Puzzle,4,11.2485,3,9.256793716915793,0.002666666666666669,0
Fixation,Puzzle,4,11.2485,0,,,1
FreeViewing,Natural,113,0.39592920353982275,49,48.95397937521541,0.007387755102040895,0
FreeViewing,Waldo,108,0.41290740740740745,54,123.25012534556794,0.015185185185185133,0
Fixation,Waldo,5,8.9968,4,32.75036285587448,0.005999999999999672,0
Fixation,Waldo,5,8.9968,0,,,1
Fixation,Puzzle,18,2.4932222222222222,0,,,1
Fixation,Waldo,4,11.246,3,20.228491523283296,0.004000000000000003,0
Fixation,Waldo,4,11.246,0,,,1
FreeViewing,Waldo,97,0.460020618556701,49,60.78865025214363,0.008122448979592047,1
Fixation,Waldo,18,2.4901111111111094,1,6.686974278401266,0.0020000000000000018,0
FreeViewing,Natural,136,0.3288088235294119,65,42.5935006970327,0.006830769230769196,0
Fixation,Waldo,23,1.9508695652173909,4,3.6438778047886022,0.0020000000000024443,1
FreeViewing,Waldo,84,0.5328809523809523,38,64.53363392458796,0.008368421052631336,1
FreeViewing,Waldo,106,0.4174905660377358,53,55.525849773193784,0.007433962264150242,1
FreeViewing,Puzzle,120,0.37193333333333356,41,230.93384688606776,0.024487804878048785,0
Fixation,Waldo,5,8.9984,4,17.64641066658486,0.003499999999999337,0
Fixation,Waldo,5,8.9984,0,,,1
FreeViewing,Puzzle,125,0.35755199999999976,62,210.32293870724178,0.02351612903225808,0
FreeViewing,Puzzle,125,0.35755199999999976,61,209.06417494960732,-0.009901639344261816,1
FreeViewing,Natural,121,0.369570247933884,69,74.25754259991115,0.012057971014492921,0
Fixation,Puzzle,27,1.6642962962962966,26,25.98964293266137,0.005307692307692278,0
Fixation,Puzzle,27,1.6642962962962966,0,,,1
Fixation,Natural,33,1.3591515151515154,13,48.41778617700187,0.007692307692307443,0
FreeViewing,Waldo,116,0.38582758620689633,50,80.0080480976401,0.01248000000000006,0
FreeViewing,Waldo,116,0.38582758620689633,65,77.99477218676282,0.012369230769230745,1
Fixation,Natural,39,1.1517948717948718,32,44.56528092878774,0.007937500000000222,0
Fixation,Natural,39,1.1517948717948718,6,90.76052637534644,0.01566666666666568,1
FreeViewing,Natural,168,0.26411904761904764,89,93.52685409661795,0.014022471910112373,1
FreeViewing,Natural,120,0.37299999999999994,41,76.20129648497803,0.012048780487805047,1
Fixation,Natural,26,1.7258461538461536,10,43.731698878585846,0.008800000000000452,1
FreeViewing,Puzzle,161,0.27532098765432106,71,228.9460005324098,0.027014084507042364,0
Fixation,Waldo,6,7.498333333333334,5,69.39149628129132,0.012399999999999967,0
Fixation,Waldo,6,7.498333333333334,0,,,1
Fixation,Natural,13,3.4561538461538457,0,,,1
Fixation,Puzzle,24,1.8724166666666664,19,59.29496667883159,0.010210526315789658,0
Fixation,Puzzle,24,1.8724166666666664,4,6.099365222373785,0.0019999999999997797,1
Fixation,Puzzle,31,1.4471612903225803,0,,,0
FreeViewing,Waldo,137,0.3216350364963502,67,85.81278878135731,0.013164179104477588,0
FreeViewing,Waldo,137,0.3216350364963502,68,77.42196382453714,0.011911764705882857,1
FreeViewing,Puzzle,132,0.3389393939393939,54,205.87061893472094,0.02348148148148161,0
FreeViewing,Puzzle,132,0.3389393939393939,77,187.72372538943722,0.021844155844155687,1
Fixation,Natural,72,0.6036216216216214,7,38.136500472888365,0.0077142857142857525,0
